Id,Sales
27397,0
28253,5870
29109,6120
29965,6313
30821,6086
31677,6473
32533,7379
33389,0
34245,5470
35101,7396
35957,7637
36813,7371
37669,7877
38525,10660
39381,0
40237,6379
6,6109
862,6176
1718,7039
2574,7226
3430,0
4286,4864
5142,5598
5998,5106
6854,5155
7710,5600
8566,6150
9422,0
10278,5155
11134,5970
11990,6485
12846,7330
13702,6724
14558,6958
15414,0
16270,4740
17126,6130
17982,6036
18838,5938
19694,6186
20550,6143
21406,0
22262,4487
23118,5901
23974,6068
24830,6124
25686,6136
26542,6786
27398,0
28254,5064
29110,6143
29966,5917
30822,5752
31678,5976
32534,6151
33390,0
34246,5023
35102,6198
35958,6345
36814,6469
37670,6582
38526,7140
39382,0
40238,5418
7,7839
863,8744
1719,8480
2575,9856
3431,0
4287,5675
5143,6787
5999,6696
6855,6889
7711,6713
8567,6820
9423,0
10279,5714
11135,7733
11991,8154
12847,9280
13703,9247
14559,12511
15415,0
16271,6606
17127,9070
17983,7608
18839,8140
19695,8565
20551,9008
21407,0
22263,5423
23119,8002
23975,8173
24831,9079
25687,9377
26543,9296
27399,0
28255,5599
29111,6999
29967,6641
30823,7481
31679,7146
32535,7488
33391,0
34247,5368
35103,7835
35959,7766
36815,9085
37671,9001
38527,10455
39383,0
40239,5623
8,8504
864,8430
1720,8672
2576,11492
3432,0
4288,6115
5144,6205
6000,5908
6856,6173
7712,5795
8568,6055
9424,0
10280,5464
11136,7824
11992,8190
12848,8482
13704,9409
14560,13697
15416,0
16272,6770
17128,7361
17984,6165
18840,6225
19696,6394
20552,6813
21408,0
22264,5608
23120,8016
23976,8360
24832,9056
25688,9552
26544,10574
27400,0
28256,6366
29112,6540
29968,6030
30824,6243
31680,6162
32536,6541
33392,0
34248,6028
35104,8075
35960,8158
36816,8548
37672,8849
38528,11212
39384,0
40240,5447
9,6071
865,8753
1721,6891
2577,7969
3433,0
4289,4238
5145,3679
6001,3615
6857,3157
7713,3266
8569,3651
9425,0
10281,4234
11137,6829
11993,5721
12849,6281
13705,6255
14561,10631
15417,0
16273,4657
17129,4286
17985,4027
18841,3932
19697,4537
20553,4553
21409,0
22265,4421
23121,7286
23977,6220
24833,7328
25689,6487
26545,7649
27401,0
28257,0
29113,3718
29969,3770
30825,3602
31681,3554
32537,3824
33393,0
34249,0
35105,6871
35961,6115
36817,6809
37673,6287
38529,7985
39385,0
40241,4258
10,5771
866,5693
1722,6262
2578,7425
3434,0
4290,3227
5146,5007
6002,4859
6858,4722
7714,4737
8570,5397
9426,0
10282,3641
11138,7374
11994,5686
12850,5531
13706,5843
14562,11494
15418,0
16274,3506
17130,6031
17986,4483
18842,4620
19698,4610
20554,4985
21410,0
22266,3325
23122,6026
23978,5981
24834,6198
25690,7113
26546,7469
27402,0
28258,3290
29114,5984
29970,4871
30826,4660
31682,4656
32538,5061
33394,0
34250,3162
35106,5669
35962,5885
36818,6238
37674,6412
38530,7484
39386,0
40242,3590
11,8041
867,7573
1723,7706
2579,8908
3435,0
4291,5743
5147,6220
6003,5604
6859,5459
7715,5427
8571,5640
9427,0
10283,5752
11139,7428
11995,7024
12851,6705
13707,6920
14563,13584
15419,0
16275,6439
17131,7554
17987,5528
18843,5217
19699,5590
20555,6406
21411,0
22267,5526
23123,7551
23979,7296
24835,7273
25691,7753
26547,9258
27403,0
28259,5665
29115,6338
29971,5649
30827,5457
31683,5544
32539,6278
33395,0
34251,5805
35107,8001
35963,7638
36819,7610
37675,7614
38531,9314
39387,0
40243,5762
12,8015
868,8703
1724,9476
2580,11046
3436,0
4292,5410
5148,7549
6004,7320
6860,7627
7716,7414
8572,8557
9428,0
10284,5304
11140,9475
11996,9046
12852,9482
13708,9723
14564,11279
15420,0
16276,5555
17132,7225
17988,7152
18844,6737
19700,7147
20556,7785
21412,0
22268,5469
23124,8202
23980,8112
24836,8340
25692,8744
26548,11076
27404,0
28260,5384
29116,7441
29972,7046
30828,7296
31684,7152
32540,8171
33396,0
34252,5420
35108,7709
35964,7765
36820,9186
37676,9732
38532,11195
39388,0
40244,5319
13,7445
869,7436
1725,7876
2581,9578
3437,0
4293,4098
5149,5717
6005,5675
6861,5807
7717,6071
8573,6290
9429,0
10285,4477
11141,8180
11997,8223
12853,8688
13709,8270
14565,11827
15421,0
16277,5036
17133,7840
17989,6481
18845,5920
19701,5895
20557,6137
21413,0
22269,4018
23125,7372
23981,7423
24837,7809
25693,8079
26549,9898
27405,0
28261,4432
29117,6112
29973,5730
30829,6076
31685,5782
32541,6395
33397,0
34253,4096
35109,7362
35965,7365
36821,7103
37677,7950
38533,9901
39389,0
40245,4480
14,9130
870,8638
1726,9994
2582,10392
3438,0
4294,5492
5150,7192
6006,9083
6862,8467
7718,8758
8574,9118
9430,0
10286,5674
11142,8053
11998,9220
12854,9204
13710,9897
14566,10483
15422,0
16278,6216
17134,7149
17990,9139
18846,8408
19702,8694
20558,9019
21414,0
22270,6205
23126,8204
23982,9436
24838,8692
25694,8319
26550,10241
27406,0
28262,0
29118,7378
29974,9113
30830,8458
31686,8755
32542,9069
33398,0
34254,5486
35110,8182
35966,9810
36822,9176
37678,9971
38534,10755
39390,0
40246,5666
15,5299
871,5530
1727,6537
2583,9193
3439,0
4295,5538
5151,5190
6007,3680
6863,4013
7719,3894
8575,4147
9431,0
10287,5224
11143,6171
11999,5605
12855,5589
13711,6564
14567,12761
15423,0
16279,4968
17135,4160
17991,4089
18847,3897
19703,3809
20559,4271
21415,0
22271,6107
23127,6290
23983,5944
24839,6392
25695,7092
26551,8257
27407,0
28263,6648
29119,5391
29975,4441
30831,4124
31687,3925
32543,4228
33399,0
34255,5538
35111,6347
35967,5964
36823,6031
37679,7330
38535,9367
39391,0
40247,5224
16,4847
872,4900
1728,5414
2584,6663
3440,0
4296,3442
5152,4685
6008,4000
6864,3898
7720,3856
8576,3890
9432,0
10288,3314
11144,5315
12000,4934
12856,4729
13712,5340
14568,8577
15424,0
16280,3597
17136,4619
17992,3958
18848,3995
19704,4101
20560,4195
21416,0
22272,3391
23128,5793
23984,5277
24840,5093
25696,4518
26552,6600
27408,0
28264,0
29120,5502
29976,4268
30832,4191
31688,3955
32544,4057
33400,0
34256,3459
35112,5633
35968,5378
36824,5295
37680,5482
38536,6808
39392,0
40248,3317
17,5778
873,5747
1729,7024
2585,8741
3441,0
4297,3996
5153,4782
6009,4338
6865,3974
7721,3428
8577,4582
9433,0
10289,4036
11145,6838
12001,6728
12857,7101
13713,7198
14569,9564
15425,0
16281,4734
17137,4819
17993,4223
18849,3950
19705,3810
20561,4294
21417,0
22273,4415
23129,5873
23985,5992
24841,6092
25697,6156
26553,8474
27409,0
28265,4263
29121,4917
29977,4368
30833,4181
31689,3827
32545,4370
33401,0
34257,4258
35113,5918
35969,6278
36825,6197
37681,6883
38537,8612
39393,0
40249,4149
18,10124
874,10794
1730,11193
2586,14181
3442,0
4298,6833
5154,8409
6010,8362
6866,8726
7722,8449
8578,9138
9434,0
10290,7131
11146,10787
12002,10320
12858,11021
13714,10972
14570,19029
15426,0
16282,7994
17138,10437
17994,8323
18850,8448
19706,8220
20562,8355
21418,0
22274,6386
23130,10247
23986,10247
24842,10986
25698,11449
26554,13756
27410,0
28266,7288
29122,9183
29978,8400
30834,9122
31690,8300
32546,9038
33402,0
34258,6832
35114,10249
35970,10471
36826,11107
37682,11104
38538,13659
39394,0
40250,7105
19,10583
875,10658
1731,12066
2587,12965
3443,0
4299,8128
5155,8963
6011,8900
6867,8783
7723,9225
8579,10560
9435,0
10291,8656
11147,10754
12003,11919
12859,12170
13715,13686
14571,15392
15427,0
16283,10203
17139,11319
17995,9318
18851,8844
19707,8605
20563,9975
21419,0
22275,7561
23131,9974
23987,10470
24843,10720
25699,12200
26555,12946
27411,0
28267,8038
29123,9469
29979,8924
30835,8986
31691,9058
32547,10360
33403,0
34259,7801
35115,9752
35971,10508
36827,10564
37683,12409
38539,14735
39395,0
40251,8842
20,10324
876,10560
1732,12143
2588,13441
3444,0
4300,6945
5156,6988
6012,7404
6868,7837
7724,8066
8580,8763
9436,0
10292,6479
11148,9896
12004,10256
12860,11061
13716,12930
14572,23630
15428,0
16284,8396
17140,9169
17996,7664
18852,7779
19708,7859
20564,7941
21420,0
22276,6281
23132,10238
23988,10347
24844,11147
25700,11700
26556,13587
27412,0
28268,7048
29124,7646
29980,7222
30836,7544
31692,7660
32548,7762
33404,0
34260,6850
35116,9686
35972,10384
36828,10319
37684,12274
38540,14207
39396,0
40252,6581
21,8451
877,8286
1733,9383
2589,12590
3445,0
4301,6841
5157,6471
6013,6558
6869,6836
7725,6749
8581,8194
9437,0
10293,7403
11149,10809
12005,10480
12861,10737
13717,10671
14573,13035
15429,0
16285,6741
17141,6908
17997,6273
18853,6552
19709,6808
20565,7625
21421,0
22277,6618
23133,8099
23989,8348
24845,8363
25701,9590
26557,12438
27413,0
28269,7246
29125,6810
29981,6647
30837,6960
31693,6520
32549,7985
33405,0
34261,6840
35117,7331
35973,7902
36829,8121
37685,8654
38541,12395
39397,0
40253,7391
22,4536
878,4353
1734,5587
2590,5581
3446,0
4302,3387
5158,3045
6014,3582
6870,3519
7726,3773
8582,3607
9438,0
10294,3371
11150,4144
12006,4775
12862,5072
13718,5807
14574,5889
15430,0
16286,3701
17142,3578
17998,3878
18854,3606
19710,3806
20566,3532
21422,0
22278,2898
23134,3968
23990,4815
24846,4598
25702,5671
26558,5588
27414,0
28270,3318
29126,3264
29982,3593
30838,3515
31694,3481
32550,3540
33406,0
34262,3387
35118,3793
35974,4563
36830,4577
37686,5681
38542,6588
39398,0
40254,3363
23,6153
879,5890
1735,6361
2591,6679
3447,0
4303,5315
5159,5661
6015,4880
6871,4887
7727,4991
8583,5433
9439,0
10295,5654
11151,6793
12007,6881
12863,7118
13719,7456
14575,7946
15431,0
16287,5689
17143,5883
17999,4810
18855,4665
19711,4554
20567,6061
21423,0
22279,5420
23135,6091
23991,6075
24847,6057
25703,6751
26559,7774
27415,0
28271,5430
29127,6007
29983,4959
30839,4952
31695,4869
32551,6359
33407,0
34263,5311
35119,6272
35975,6132
36831,5871
37687,6295
38543,7655
39399,0
40255,5605
24,4298
880,5758
1736,5141
2592,6218
3448,0
4304,2424
5160,3701
6016,3472
6872,3818
7728,4041
8584,4022
9440,0
10296,2714
11152,5335
12008,5131
12864,5456
13720,5206
14576,8397
15432,0
16288,2383
17144,4119
18000,4038
18856,4089
19712,3889
20568,3921
21424,0
22280,2338
23136,5170
23992,5041
24848,5332
25704,4627
26560,6072
27416,0
28272,0
29128,3777
29984,3548
30840,3907
31696,3943
32552,3957
33408,0
34264,0
35120,5122
35976,5067
36832,5559
37688,5324
38544,6267
39400,0
40256,2737
25,7286
881,7322
1737,9154
2593,10706
3449,0
4305,7481
5161,6860
6017,6810
6873,6550
7729,6590
8585,7837
9441,0
10297,8660
11153,8395
12009,8325
12865,8896
13721,9225
14577,12866
15433,0
16289,9161
17145,8302
18001,6893
18857,6685
19713,6482
20569,7128
21425,0
22281,7332
23137,8153
23993,7954
24849,8813
25705,9633
26561,10988
27417,0
28273,7727
29129,6922
29985,6756
30841,6761
31697,6587
32553,7447
33409,0
34265,7478
35121,7403
35977,7557
36833,7962
37689,9184
38545,10836
39401,0
40257,8744
26,12651
882,12550
1738,14072
2594,17317
3450,0
4306,7971
5162,9900
6018,9333
6874,9527
7730,9325
8586,9901
9442,0
10298,8306
11154,14285
12010,14050
12866,13650
13722,15116
14578,21865
15434,0
16290,8443
17146,9254
18002,8692
18858,8740
19714,8567
20570,9083
21426,0
22282,7399
23138,11843
23994,12057
24850,12036
25706,13393
26562,16801
27418,0
28274,8765
29130,10512
29986,9184
30842,9412
31698,8980
32554,9753
33410,0
34266,7971
35122,12883
35978,12431
36834,11886
37690,13560
38546,17112
39402,0
40258,8306
27,9829
883,10912
1739,10850
2595,11075
3451,0
4307,9238
5163,8497
6019,8490
6875,9113
7731,9108
8587,9862
9443,0
10299,9370
11155,10875
12011,10615
12867,10596
13723,10328
14579,12335
15435,0
16291,9478
17147,9667
18003,8698
18859,9078
19715,9075
20571,9768
21427,0
22283,9359
23139,10645
23995,10383
24851,10333
25707,10106
26563,11096
27419,0
28275,0
29131,8672
29987,8505
30843,9269
31699,9158
32555,9853
33411,0
34267,9169
35123,10672
35979,10657
36835,10821
37691,10395
38547,11521
39403,0
40259,9310
28,5706
884,6227
1740,7014
2596,9191
3452,0
4308,6065
5164,4404
6020,4178
6876,4377
7732,4565
8588,4996
9444,0
10300,6151
11156,6817
12012,6098
12868,7247
13724,7519
14580,10725
15436,0
16292,6633
17148,5710
18004,4325
18860,4286
19716,4326
20572,4686
21428,0
22284,5867
23140,6349
23996,5716
24852,6510
25708,6817
26564,9498
27420,0
28276,6049
29132,4549
29988,4271
30844,4304
31700,4265
32556,4943
33412,0
34268,6106
35124,5573
35980,5504
36836,6259
37692,6838
38548,10342
39404,0
40260,6132
29,5391
885,5634
1741,5993
2597,7395
3453,0
4309,2661
5165,3217
6021,3795
6877,4140
7733,4046
8589,4207
9445,0
10301,3213
11157,5385
12013,5523
12869,6311
13725,6562
14581,10409
15437,0
16293,2684
17149,3794
18005,3911
18861,3828
19717,3675
20573,4003
21429,0
22285,2252
23141,4912
23997,5421
24853,5907
25709,6269
26565,7519
27421,0
28277,2530
29133,3363
29989,3921
30845,4218
31701,4163
32557,4525
33413,0
34269,2659
35125,5343
35981,5733
36837,6861
37693,6119
38549,8296
39405,0
40261,3373
30,4657
886,4547
1742,5322
2598,4839
3454,0
4310,4549
5166,3638
6022,3985
6878,3972
7734,4080
8590,3920
9446,0
10302,4125
11158,4528
12014,4664
12870,4703
13726,4907
14582,5209
15438,0
16294,4032
17150,3702
18006,3733
18862,3604
19718,3749
20574,3601
21430,0
22286,3927
23142,4097
23998,4652
24854,4450
25710,5111
26566,4751
27422,0
28278,4481
29134,3880
29990,3823
30846,3732
31702,3861
32558,3936
33414,0
34270,4549
35126,4356
35982,4565
36838,4676
37694,5472
38550,5025
39406,0
40262,4125
31,5765
887,5821
1743,6202
2599,8042
3455,0
4311,5415
5167,5471
6023,5344
6879,5029
7735,5566
8591,5734
9447,0
10303,6177
11159,6485
12015,5908
12871,5904
13727,5901
14583,10771
15439,0
16295,5427
17151,5452
18007,5197
18863,5220
19719,5977
20575,6047
21431,0
22287,6184
23143,6126
23999,6029
24855,5784
25711,6676
26567,7999
27423,0
28279,0
29135,6041
29991,5363
30847,5074
31703,5576
32559,5711
33415,0
34271,5415
35127,6047
35983,5810
36839,5974
37695,6241
38551,8252
39407,0
40263,6169
32,10680
888,11575
1744,11382
2600,14294
3456,0
4312,7180
5168,8275
6024,8544
6880,8985
7736,9032
8592,9687
9448,0
10304,7398
11160,10619
12016,10885
12872,12520
13728,12454
14584,18934
15440,0
16296,8878
17152,10302
18008,8828
18864,9284
19720,8552
20576,9162
21432,0
22288,7124
23144,10470
24000,10918
24856,12361
25712,12362
26568,13602
27424,0
28280,7562
29136,8535
29992,8726
30848,9335
31704,8815
32560,9279
33416,0
34272,7160
35128,10339
35984,10640
36840,11677
37696,11633
38552,14269
39408,0
40264,7497
33,7140
889,7262
1745,8304
2601,9494
3457,0
4313,3567
5169,5195
6025,5314
6881,5500
7737,5623
8593,5959
9449,0
10305,4439
11161,7517
12017,7521
12873,7407
13729,8497
14585,13830
15441,0
16297,4839
17153,6005
18009,5245
18865,5059
19721,4714
20577,5587
21433,0
22289,4039
23145,6994
24001,6984
24857,7421
25713,8398
26569,9380
27425,0
28281,4058
29137,5697
29993,5100
30849,5170
31705,5361
32561,6092
33417,0
34273,3555
35129,7056
35985,6844
36841,6896
37697,8012
38553,9773
39409,0
40265,4509
34,5257
890,5111
1746,5398
2602,7416
3458,0
4314,5686
5170,4731
6026,4230
6882,3739
7738,3635
8594,4322
9450,0
10306,5842
11162,6072
12018,5896
12874,5838
13730,5797
14586,7609
15442,0
16298,6113
17154,5026
18010,4279
18866,3374
19722,3357
20578,4052
21434,0
22290,5627
23146,5317
24002,5308
24858,5043
25714,5208
26570,7032
27426,0
28282,5809
29138,4689
29994,4328
30850,3448
31706,3669
32562,4137
33418,0
34274,5525
35130,5658
35986,5776
36842,5311
37698,5584
38554,7689
39410,0
40266,5876
35,4964
891,5058
1747,5957
2603,7242
3459,0
4315,4685
5171,4587
6027,4209
6883,4157
7739,4055
8595,4405
9451,0
10307,4487
11163,8564
12019,3957
12875,2349
13731,4276
14587,11314
15443,0
16299,5285
17155,5290
18011,4180
18867,3964
19723,4010
20579,4336
21435,0
22291,4689
23147,5966
24003,5440
24859,5747
25715,6358
26571,7885
27427,0
28283,0
29139,5038
29995,4283
30851,4248
31707,4031
32563,4312
33419,0
34275,4738
35131,5715
35987,5432
36843,5787
37699,6358
38555,7396
39411,0
40267,4497
36,8076
892,8780
1748,8377
2604,9247
3460,0
4316,5674
5172,6505
6028,6615
6884,6483
7740,6472
8596,6961
9452,0
10308,5692
11164,7685
12020,8198
12876,8532
13732,8511
14588,12108
15444,0
16300,6239
17156,7484
18012,6430
18868,6622
19724,6572
20580,6984
21436,0
22292,5100
23148,7845
24004,8336
24860,9090
25716,8812
26572,9327
27428,0
28284,5422
29140,6475
29996,6487
30852,6465
31708,6299
32564,6650
33420,0
34276,5372
35132,7937
35988,8348
36844,8584
37700,8306
38556,9899
39412,0
40268,5502
37,3612
893,3931
1749,4175
2605,4961
3461,0
4317,2309
5173,3258
6029,2942
6885,3246
7741,3531
8597,3609
9453,0
10309,2457
11165,4395
12021,3843
12877,3996
13733,4263
14589,5019
15445,0
16301,2741
17157,3371
18013,3095
18869,2888
19725,3171
20581,3397
21437,0
22293,2561
23149,3848
24005,3813
24861,3797
25717,4062
26573,4815
27429,0
28285,2441
29141,3187
29997,2938
30853,2904
31709,3207
32565,3415
33421,0
34277,2277
35133,3823
35989,3680
36845,3820
37701,3836
38557,4560
39413,0
40269,2455
38,7559
894,7625
1750,8693
2606,10642
3462,0
4318,7434
5174,7873
6030,7234
6886,7425
7742,6765
8598,7822
9454,0
10310,7606
11166,9776
12022,9659
12878,9850
13734,9187
14590,11330
15446,0
16302,8140
17158,7448
18014,6558
18870,6451
19726,6508
20582,6707
21438,0
22294,8044
23150,7626
24006,7350
24862,7816
25718,8482
26574,10903
27430,0
28286,7638
29142,7618
29998,7002
30854,6976
31710,6458
32566,7467
33422,0
34278,7427
35134,7782
35990,7843
36846,7561
37702,8847
38558,10745
39414,0
40270,7606
39,4534
895,4130
1751,4764
2607,7327
3463,0
4319,3942
5175,3493
6031,3477
6887,3549
7743,3395
8599,3639
9455,0
10311,4328
11167,4977
12023,5178
12879,5618
13735,5650
14591,6927
15447,0
16303,4602
17159,4027
18015,3442
18871,3274
19727,3221
20583,3434
21439,0
22295,4235
23151,4521
24007,4531
24863,4527
25719,4835
26575,6904
27431,0
28287,4309
29143,3705
29999,3550
30855,3443
31711,3261
32567,3449
33423,0
34279,3845
35135,4516
35991,4791
36847,5012
37703,4775
38559,7176
39415,0
40271,4439
40,7422
896,7392
1752,7343
2608,9019
3464,0
4320,7416
5176,6566
6032,6011
6888,5911
7744,5871
8600,6941
9456,0
10312,8291
11168,9285
12024,9663
12880,8519
13736,7953
14592,11771
15448,0
16304,7424
17160,7003
18016,6315
18872,5753
19728,6155
20584,7091
21440,0
22296,7658
23152,9079
24008,7952
24864,7653
25720,7461
26576,9688
27432,0
28288,0
29144,6986
30000,6438
30856,6317
31712,5982
32568,7045
33424,0
34280,7416
35136,8526
35992,8574
36848,7675
37704,7474
38560,9677
39416,0
40272,8291
41,6989
897,6725
1753,8567
2609,9692
3465,0
4321,6271
5177,5775
6033,5919
6889,5476
7745,5799
8601,6236
9457,0
10313,6060
11169,8525
12025,8232
12881,7950
13737,8142
14593,12712
15449,0
16305,6372
17161,6053
18017,5500
18873,5188
19729,5847
20585,5974
21441,0
22297,6249
23153,8429
24009,8030
24865,7964
25721,8155
26577,9386
27433,0
28289,0
29145,6132
30001,5810
30857,5255
31713,5649
32569,5831
33425,0
34281,6271
35137,8479
35993,8150
36849,7970
37705,8276
38561,10082
39417,0
40273,6066
42,5865
898,6370
1754,5903
2610,7388
3466,0
4322,3420
5178,5280
6034,5082
6890,5030
7746,4925
8602,5461
9458,0
10314,4245
11170,6717
12026,7044
12882,7483
13738,6984
14594,8456
15450,0
16306,3199
17162,5036
18018,4787
18874,4713
19730,4947
20586,5127
21442,0
22298,2842
23154,5915
24010,5687
24866,6143
25722,6076
26578,7228
27434,0
28290,3190
29146,5217
30002,5101
30858,5062
31714,5126
32570,6010
33426,0
34282,3369
35138,5735
35994,5796
36850,5970
37706,6282
38562,7458
39418,0
40274,4195
43,7798
899,7588
1755,7894
2611,10463
3467,0
4323,8585
5179,7546
6035,7609
6891,7447
7747,6727
8603,8253
9459,0
10315,8653
11171,8934
12027,8363
12883,8468
13739,8689
14595,10613
15451,0
16307,8230
17163,7727
18019,7136
18875,6759
19731,7141
20587,7740
21443,0
22299,9513
23155,8056
24011,7768
24867,7722
25723,7926
26579,10110
27435,0
28291,9235
29147,9241
30003,7413
30859,7164
31715,6566
32571,7888
33427,0
34283,9212
35139,8486
35995,8138
36851,7710
37707,8193
38563,9988
39419,0
40275,9252
44,7920
900,7488
1756,7634
2612,10418
3468,0
4324,5935
5180,6070
6036,5121
6892,5276
7748,5268
8604,6280
9460,0
10316,6067
11172,8540
12028,8389
12884,8300
13740,8088
14596,14109
15452,0
16308,5902
17164,6101
18020,6032
18876,5673
19732,6177
20588,7087
21444,0
22300,6901
23156,8546
24012,7809
24868,7833
25724,8007
26580,10433
27436,0
28292,7162
29148,6465
30004,5452
30860,5555
31716,5487
32572,6453
33428,0
34284,5935
35140,7694
35996,7918
36852,7732
37708,7738
38564,10490
39420,0
40276,6067
45,4625
901,5796
1757,5689
2613,8800
3469,0
4325,4896
5181,4068
6037,4026
6893,5069
7749,4393
8605,4902
9461,0
10317,4883
11173,5335
12029,5150
12885,5848
13741,5974
14597,11561
15453,0
16309,4845
17165,4092
18021,4431
18877,4904
19733,4508
20589,5446
21445,0
22301,4624
23157,5738
24013,5584
24869,5797
25725,5891
26581,8381
27437,0
28293,4900
29149,4509
30005,3998
30861,5166
31717,4475
32573,4965
33429,0
34285,4429
35141,5396
35997,5263
36853,5636
37709,5691
38565,8482
39421,0
40277,4628
46,6340
902,6587
1758,7761
2614,8845
3470,0
4326,3692
5182,6275
6038,5821
6894,5970
7750,6103
8606,6808
9462,0
10318,3826
11174,7309
12030,7208
12886,7930
13742,8160
14598,8942
15454,0
16310,3533
17166,6272
18022,5891
18878,5865
19734,6022
20590,6555
21446,0
22302,3495
23158,6718
24014,6877
24870,7060
25726,7696
26582,8605
27438,0
28294,3778
29150,6648
30006,5983
30862,6072
31718,6008
32574,6514
33430,0
34286,3638
35142,6363
35998,6507
36854,6845
37710,7994
38566,8852
39422,0
40278,3805
47,8464
903,7583
1759,7742
2615,9129
3471,0
4327,7387
5183,6307
6039,5800
6895,5852
7751,5548
8607,5804
9463,0
10319,8002
11175,8786
12031,8906
12887,8941
13743,8640
14599,11729
15455,0
16311,8862
17167,7576
18023,6368
18879,5496
19735,6320
20591,7031
21447,0
22303,7224
23159,8347
24015,7750
24871,7883
25727,7823
26583,9997
27439,0
28295,7691
29151,6367
30007,6323
30863,6032
31719,5394
32575,6102
33431,0
34287,7391
35143,7751
35999,8166
36855,7671
37711,7863
38567,9941
39423,0
40279,8002
48,12020
904,10722
1760,12601
2616,14375
3472,0
4328,10271
5184,9713
6040,9614
6896,9500
7752,8518
8608,9270
9464,0
10320,10130
11176,13165
12032,12235
12888,11429
13744,13581
14600,19708
15456,0
16312,11361
17168,11118
18024,8536
18880,8021
19736,8186
20592,8910
21448,0
22304,10089
23160,11227
24016,11032
24872,11272
25728,12716
26584,15010
27440,0
28296,10047
29152,10242
30008,8931
30864,8308
31720,8168
32576,9294
33432,0
34288,10126
35144,11683
36000,11660
36856,10795
37712,12906
38568,15394
39424,0
40280,10309
49,5841
905,5762
1761,6839
2617,8281
3473,0
4329,5923
5185,5228
6041,4906
6897,4457
7753,4668
8609,5488
9465,0
10321,5739
11177,6732
12033,5912
12889,6000
13745,6339
14601,10834
15457,0
16313,6042
17169,6004
18025,5116
18881,4683
19737,4701
20593,5105
21449,0
22305,6002
23161,5986
24017,6302
24873,6195
25729,6542
26585,8088
27441,0
28297,6059
29153,5814
30009,5330
30865,4924
31721,4580
32577,5655
33433,0
34289,5930
35145,6371
36001,6549
36857,6394
37713,6911
38569,7949
39425,0
40281,6284
50,8339
906,8470
1762,9506
2618,11862
3474,0
4330,5446
5186,6219
6042,6645
6898,6973
7754,6893
8610,7040
9466,0
10322,5161
11178,8442
12034,8596
12890,9595
13746,9615
14602,13939
15458,0
16314,6000
17170,6884
18026,6752
18882,6712
19738,7103
20594,7224
21450,0
22306,5775
23162,8035
24018,8607
24874,8784
25730,9707
26586,11892
27442,0
28298,6053
29154,6678
30010,6674
30866,7009
31722,6997
32578,7013
33434,0
34290,5386
35146,8344
36002,8667
36858,9403
37714,10046
38570,12679
39426,0
40282,5227
51,6869
907,7165
1763,7153
2619,8676
3475,0
4331,8370
5187,6474
6043,6521
