Id,Sales
12856,7335
13712,8135
14568,8921
15424,213
16280,4605
17136,5389
17992,5380
18848,5426
19704,5653
20560,5928
21416,213
22272,4605
23128,6630
23984,6921
24840,7340
25696,8091
26552,8921
27408,213
28264,31
29120,5389
29976,5380
30832,5426
31688,5653
32544,5928
33400,213
34256,4605
35112,6630
35968,6921
36824,7340
37680,8091
38536,8921
39392,213
40248,4605
17,7716
873,8056
1729,8393
2585,9072
3441,-192
4297,6175
5153,5962
6009,5630
6865,5489
7721,5308
8577,5413
9433,-192
10289,6175
11145,7596
12001,7745
12857,7897
13713,8208
14569,8804
15425,-198
16281,6152
17137,6032
17993,5779
18849,5534
19705,5335
20561,5417
21417,-198
22273,6152
23129,7569
23985,7721
24841,7859
25697,8166
26553,8804
27409,-198
28265,6152
29121,6032
29977,5779
30833,5534
31689,5335
32545,5417
33401,-198
34257,6152
35113,7569
35969,7721
36825,7859
37681,8166
38537,8804
39393,-198
40249,6152
18,8642
874,9390
1730,9866
2586,10061
3442,230
4298,6569
5154,7108
6010,7148
6866,7006
7722,7220
8578,7327
9434,230
10290,6569
11146,8150
12002,8642
12858,9390
13714,9866
14570,10061
15426,252
16282,6553
17138,7105
17994,7132
18850,6985
19706,7171
20562,7293
21418,252
22274,6553
23130,8142
23986,8608
24842,9386
25698,9859
26554,10061
27410,252
28266,6553
29122,7105
29978,7132
30834,6985
31690,7277
32546,7391
33402,252
34258,6553
35114,8043
35970,8595
36826,9324
37682,9778
38538,9993
39394,252
40250,6553
19,8139
875,8468
1731,8939
2587,9257
3443,260
4299,6596
5155,6633
6011,6504
6867,6205
7723,6039
8579,6089
9435,260
10291,6596
11147,7771
12003,8139
12859,8468
13715,8939
14571,9250
15427,325
16283,6586
17139,6571
17995,6458
18851,6154
19707,5986
20563,6033
21419,325
22275,6586
23131,7712
23987,8092
24843,8420
25699,8888
26555,9250
27411,325
28267,6586
29123,6571
29979,6458
30835,6154
31691,5867
32547,6005
33403,325
34259,6586
35115,7769
35971,8015
36827,8266
37683,8642
38539,8955
39395,325
40251,6586
20,7059
876,7432
1732,8352
2588,9230
3444,180
4300,4707
5156,5536
6012,5396
6868,5223
7724,5782
8580,6150
9436,180
10292,4707
11148,6832
12004,7059
12860,7432
13716,8352
14572,9224
15428,213
16284,4674
17140,5502
17996,5357
18852,5165
19708,5720
20564,6093
21420,213
22276,4674
23132,6791
23988,7030
24844,7369
25700,8316
26556,9224
27412,213
28268,4674
29124,5502
29980,5357
30836,5165
31692,5550
32548,6010
33404,213
34260,4674
35116,6687
35972,6944
36828,7185
37684,8006
38540,8828
39396,213
40252,4674
21,8035
877,8372
1733,8883
2589,9151
3445,-16
4301,6715
5157,6614
6013,6220
6869,6018
7725,5762
8581,5900
9437,-16
10293,6715
11149,7772
12005,8035
12861,8372
13717,8883
14573,9137
15429,-49
16285,6712
17141,6604
17997,6184
18853,5965
19709,5714
20565,5844
21421,-49
22277,6712
23133,7724
23989,7998
24845,8321
25701,8832
26557,9137
27413,-49
28269,6712
29125,6604
29981,6184
30837,5965
31693,5890
32549,5910
33405,-49
34261,6712
35117,7673
35973,8051
36829,8266
37685,8740
38541,9099
39397,-49
40253,6712
22,6909
878,7293
1734,8040
2590,9107
3446,176
4302,4646
5158,5452
6014,5299
6870,5110
7726,5507
8582,5984
9438,176
10294,4646
11150,6718
12006,6909
12862,7293
13718,8040
14574,9087
15430,207
16286,4608
17142,5414
17998,5254
18854,5044
19710,5446
20566,5924
21422,207
22278,4608
23134,6676
23990,6878
24846,7228
25702,8009
26558,9087
27414,207
28270,4608
29126,5414
29982,5254
30838,5044
31694,5296
32550,5877
33406,207
34262,4608
35118,6589
35974,6818
36830,7054
37686,7709
38542,8695
39398,207
40254,4608
23,8249
879,8617
1735,9136
2591,9404
3447,2
4303,6843
5159,6781
6015,6442
6871,6283
7727,6064
8583,6214
9439,2
10295,6843
11151,7961
12007,8249
12863,8617
13719,9136
14575,9401
15431,-32
16287,6845
17143,6688
17999,6490
18855,6318
19711,6159
20567,6188
21423,-32
22279,6845
23135,7841
23991,8224
24847,8456
25703,8943
26559,9286
27415,-32
28271,6845
29127,6688
29983,6490
30839,6318
31695,6159
32551,6188
33407,-32
34263,6845
35119,7841
35975,8224
36831,8456
37687,8943
38543,9286
39399,-32
40255,6845
24,6835
880,7221
1736,7881
2592,8616
3448,169
4304,4594
5160,5351
6016,5270
6872,5091
7728,5245
8584,5840
9440,169
10296,4594
11152,6597
12008,6792
12864,7066
13720,7571
14576,8597
15432,200
16288,4556
17144,5299
18000,5227
18856,5038
19712,5168
20568,5783
21424,200
22280,4556
23136,6544
23992,6759
24848,6999
25704,7525
26560,8597
27416,200
28272,160
29128,5299
29984,5227
30840,5038
31696,5168
32552,5783
33408,200
34264,-282
35120,6544
35976,6759
36832,6999
37688,7525
38544,8597
39400,200
40256,4556
25,8720
881,9351
1737,9874
2593,10208
3449,68
4305,6970
5161,7359
6017,7204
6873,7185
7729,7335
8585,7580
9441,68
10297,6970
11153,8411
12009,8720
12865,9351
13721,9874
14577,10203
15433,102
16289,6950
17145,7339
18001,7184
18857,7143
19713,7298
20569,7514
21425,102
22281,6950
23137,8388
23993,8662
24849,9338
25705,9888
26561,10203
27417,102
28273,6950
29129,7339
29985,7184
30841,7143
31697,7453
32553,7644
33409,102
34265,6950
35121,8328
35977,8673
36833,9344
37689,9901
38545,10215
39401,102
40257,6950
26,8582
882,8903
1738,9359
2594,9567
3450,11
4306,7189
5162,7137
6018,6824
6874,6594
7730,6330
8586,6430
9442,11
10298,7189
11154,8310
12010,8582
12866,8903
13722,9359
14578,9550
15434,-28
16290,7181
17146,7122
18002,6767
18858,6541
19714,6267
20570,6369
21426,-28
22282,7181
23138,8262
23994,8531
24850,8856
25706,9313
26562,9550
27418,-28
28274,7181
29130,7122
29986,6767
30842,6541
31698,6472
32554,6469
33410,-28
34266,7181
35122,8231
35978,8578
36834,8800
37690,9246
38546,9520
39402,-28
40258,7181
27,8742
883,9285
1739,9759
2595,10188
3451,51
4307,7006
5163,7270
6019,7299
6875,7282
7731,7449
8587,7713
9443,51
10299,7006
11155,8340
12011,8720
12867,9271
13723,9753
14579,10182
15435,87
16291,6988
17147,7242
18003,7279
18859,7255
19715,7402
20571,7650
21427,87
22283,6988
23139,8328
23995,8668
24851,9258
25707,9761
26563,10182
27419,87
28275,85
29131,7242
29987,7279
30843,7255
31699,7402
32555,7650
33411,87
34267,6988
35123,8328
35979,8668
36835,9258
37691,9761
38547,10182
39403,87
40259,6988
28,7715
884,7991
1740,8348
2596,8873
3452,30
4308,6490
5164,6245
6020,5960
6876,5685
7732,5398
8588,5503
9444,30
10300,6490
11156,7512
12012,7715
12868,7991
13724,8348
14580,8836
15436,6
16292,6455
17148,6208
18004,5893
18860,5629
19716,5347
20572,5420
21428,6
22284,6455
23140,7456
23996,7647
24852,7944
25708,8285
26564,8836
27420,6
28276,6455
29132,6208
29988,5893
30844,5629
31700,5516
32556,5434
33412,6
34268,6455
35124,7578
35980,7688
36836,7907
37692,8198
38548,8441
39404,6
40260,6455
29,6666
885,7060
1741,7663
2597,8539
3453,148
4309,4487
5165,5272
6021,5136
6877,4976
7733,5210
8589,5315
9445,148
10301,4487
11157,6521
12013,6666
12869,7060
13725,7663
14581,8550
15437,179
16293,4446
17149,5234
18005,5085
18861,4904
19717,5144
20573,5280
21429,179
22285,4446
23141,6484
23997,6635
24853,7012
25709,7599
26565,8550
27421,179
28277,4446
29133,5234
29989,5085
30845,4904
31701,5052
32557,5371
33413,179
34269,4446
35125,6451
35981,6630
36837,6930
37693,7344
38549,8219
39405,179
40261,4446
30,6655
886,7051
1742,7653
2598,8493
3454,146
4310,4482
5166,5267
6022,5136
6878,4982
7734,5213
8590,5285
9446,146
10302,4482
11158,6510
12014,6655
12870,7051
13726,7653
14582,8498
15438,178
16294,4443
17150,5230
18006,5086
18862,4912
19718,5150
20574,5244
21430,178
22286,4443
23142,6475
23998,6625
24854,7006
25710,7590
26566,8498
27422,178
28278,4443
29134,5230
29990,5086
30846,4912
31702,5067
32558,5334
33414,178
34270,4443
35126,6450
35982,6625
36838,6935
37694,7347
38550,8172
39406,178
40262,4443
31,8695
887,8948
1743,9359
2599,9493
3455,-114
4311,7502
5167,7338
6023,7167
6879,6969
7735,6641
8591,6567
9447,-114
10303,7502
11159,8326
12015,8658
12871,8896
13727,9265
14583,9465
15439,-163
16295,7491
17151,7334
18007,7120
18863,6913
19719,6581
20575,6498
21431,-163
22287,7491
23143,8307
23999,8628
24855,8848
25711,9234
26567,9465
27423,-163
28279,176
29135,7334
29991,7120
30847,6913
31703,6581
32559,6498
33415,-163
34271,7491
35127,8307
35983,8628
36839,8848
37695,9234
38551,9465
39407,-163
40263,7491
32,8686
888,9162
1744,9468
2600,9851
3456,10
4312,6933
5168,7308
6024,7099
6880,6978
7736,7134
8592,7356
9448,10
10304,6933
11160,8315
12016,8686
12872,9162
13728,9468
14584,9861
15440,44
16296,6910
17152,7278
18008,7063
18864,6901
19720,7090
20576,7307
21432,44
22288,6910
23144,8284
24000,8606
24856,9126
25712,9459
26568,9861
27424,44
28280,6910
29136,7278
29992,7063
30848,6901
31704,7226
32560,7384
33416,44
34272,6910
35128,8160
35984,8527
36840,9046
37696,9417
38552,9856
39408,44
40264,6910
33,7712
889,7946
1745,8297
2601,8805
3457,124
4313,6451
5169,6272
6025,6006
6881,5679
7737,5389
8593,5497
9449,124
10305,6451
11161,7463
12017,7712
12873,7946
13729,8297
14585,8777
15441,101
16297,6445
17153,6245
18009,5959
18865,5639
19721,5348
20577,5431
21433,101
22289,6445
23145,7415
24001,7649
24857,7911
25713,8252
26569,8777
27425,101
28281,6445
29137,6245
29993,5959
30849,5639
31705,5525
32561,5484
33417,101
34273,6445
35129,7541
35985,7670
36841,7925
37697,8219
38553,8435
39409,101
40265,6445
34,7704
890,7909
1746,8247
2602,8737
3458,132
4314,6389
5170,6282
6026,6018
6882,5669
7738,5372
8594,5474
9450,132
10306,6389
11162,7522
12018,7666
12874,7917
13730,8203
14586,8372
15442,109
16298,6392
17154,6293
18010,6058
18866,5870
19722,5489
20578,5456
21434,109
22290,6392
23146,7497
24002,7628
24858,7879
25714,8163
26570,8372
27426,109
28282,6392
29138,6293
29994,6058
30850,5870
31706,5489
32562,5456
33418,109
34274,6392
35130,7497
35986,7628
36842,7879
37698,8163
38554,8372
39410,109
40266,6392
35,7676
891,8116
1747,8511
2603,8640
3459,415
4315,6231
5171,6398
6027,6306
6883,6082
7739,5810
8595,5879
9451,415
10307,6231
11163,7350
12019,7717
12875,8003
13731,8481
14587,8640
15443,484
16299,6198
17155,6362
18011,6310
18867,6055
19723,5728
20579,5837
21435,484
22291,6198
23147,7303
24003,7719
24859,7970
25715,8458
26571,8640
27427,484
28283,547
29139,6362
29995,6310
30851,6055
31707,5728
32563,5837
33419,484
34275,6198
35131,7303
35987,7719
36843,7970
37699,8458
38555,8640
39411,484
40267,6198
36,8406
892,8869
1748,9132
2604,9380
3460,-77
4316,6712
5172,7027
6028,6790
6884,6724
7740,6773
8596,7056
9452,-77
10308,6712
11164,8033
12020,8406
12876,8869
13732,9132
14588,9386
15444,-47
16300,6683
17156,6993
18012,6751
18868,6733
19724,6886
20580,7116
21436,-47
22292,6683
23148,7891
24004,8243
24860,8754
25716,9063
26572,9399
27428,-47
28284,6683
29140,6833
29996,6787
30852,6733
31708,6886
32564,7116
33420,-47
34276,6683
35132,7891
35988,8243
36844,8754
37700,9063
38556,9399
39412,-47
40268,6683
37,6672
893,7078
1749,7675
2605,8416
3461,148
4317,4548
5173,5322
6029,5240
6885,5118
7741,5326
8597,5337
9453,148
10309,4548
11165,6522
12021,6672
12877,7078
13733,7675
14589,8405
15445,180
16301,4517
17157,5291
18013,5191
18869,5045
19725,5236
20581,5375
21437,180
22293,4517
23149,6503
24005,6656
24861,7016
25717,7429
26573,8155
27429,180
28285,4517
29141,5245
29997,5158
30853,5045
31709,5236
32565,5375
33421,180
34277,4517
35133,6503
35989,6656
36845,7016
37701,7429
38557,8155
39413,180
40269,4517
38,8765
894,8991
1750,9327
2606,9452
3462,-140
4318,7506
5174,7410
6030,7291
6886,7067
7742,6736
8598,6615
9454,-140
10310,7506
11166,8339
12022,8703
12878,8961
13734,9240
14590,9421
15446,-192
16302,7519
17158,7406
18014,7236
18870,7022
19726,6666
20582,6551
21438,-192
22294,7519
23150,8322
24006,8666
24862,8915
25718,9215
26574,9421
27430,-192
28286,7519
29142,7406
29998,7236
30854,7022
31710,6666
32566,6551
33422,-192
34278,7519
35134,8322
35990,8666
36846,8915
37702,9215
38558,9421
39414,-192
40270,7519
39,7627
895,7797
1751,8140
2607,8612
3463,133
4319,6167
5175,6190
6031,5940
6887,5570
7743,5297
8599,5403
9455,133
10311,6167
11167,7409
12023,7604
12879,7843
13735,8137
14591,8319
15447,105
16303,6152
17159,6198
18015,6023
18871,5805
19727,5425
20583,5415
21439,105
22295,6152
23151,7389
24007,7562
24863,7817
25719,8112
26575,8319
27431,105
28287,6152
29143,6198
29999,6023
30855,5805
31711,5425
32567,5415
33423,105
34279,6152
35135,7389
35991,7562
36847,7817
37703,8112
38559,8319
39415,105
40271,6152
40,8230
896,8631
1752,8883
2608,9059
3464,-122
4320,6498
5176,6679
6032,6614
6888,6582
7744,6672
8600,6918
9456,-122
10312,6498
11168,7722
12024,8153
12880,8573
13736,8829
14592,9067
15448,-92
16304,6478
17160,6648
18016,6586
18872,6514
19728,6636
20584,6887
21440,-92
22296,6478
23152,7703
24008,8074
24864,8550
25720,8818
26576,9067
27432,-92
28288,96
29144,6648
30000,6586
30856,6514
31712,6636
32568,6887
33424,-92
34280,6478
35136,7703
35992,8074
36848,8550
37704,8818
38560,9067
39416,-92
40272,6478
41,8733
897,8973
1753,9308
2609,9442
3465,-158
4321,7362
5177,7364
6033,7271
6889,7030
7745,6733
8601,6600
9457,-158
10313,7362
11169,8291
12025,8683
12881,8957
13737,9225
14593,9423
15449,-210
16305,7372
17161,7361
18017,7218
18873,6993
19729,6659
20585,6541
21441,-210
22297,7372
23153,8278
24009,8644
24865,8915
25721,9202
26577,9423
27433,-210
28289,284
29145,7361
30001,7218
30857,6993
31713,6659
32569,6541
33425,-210
34281,7372
35137,8278
35993,8644
36849,8915
37705,9202
38561,9423
39417,-210
40273,7372
42,8219
898,8609
1754,8842
2610,8993
3466,-131
4322,6442
5178,6768
6034,6529
6890,6479
7746,6471
8602,6709
9458,-131
10314,6442
11170,7774
12026,8219
12882,8609
13738,8842
14594,8992
15450,-102
16306,6425
17162,6621
18018,6568
18874,6510
19730,6588
20586,6815
21442,-102
22298,6425
23154,7672
24010,8071
24866,8541
25722,8796
26578,8987
27434,-102
28290,6425
29146,6621
30002,6568
30858,6510
31714,6588
32570,6815
33426,-102
34282,6425
35138,7672
35994,8071
36850,8541
37706,8796
38562,8987
39418,-102
40274,6425
43,8794
899,9070
1755,9412
2611,9529
3467,-172
4323,7341
5179,7504
6035,7233
6891,6849
7747,6704
8603,6562
9459,-172
10315,7341
11171,8326
12027,8779
12883,9069
13739,9330
14595,9522
15451,-25
16307,7281
17163,7368
18019,7280
18875,7025
19731,6739
20587,6592
21443,-25
22299,7281
23155,8313
24011,8733
24867,9022
25723,9304
26579,9522
27435,-25
28291,7281
29147,7368
30003,7280
30859,7025
31715,6739
32571,6592
33427,-25
34283,7281
35139,8313
35995,8733
36851,9022
37707,9304
38563,9522
39419,-25
40275,7281
44,8272
900,8625
1756,8837
2612,8925
3468,-142
4324,6449
5180,6668
6036,6616
6892,6633
7748,6603
8604,6761
9460,-142
10316,6449
11172,7687
12028,8207
12884,8580
13740,8810
14596,8923
15452,-116
16308,6437
17164,6644
18020,6592
18876,6573
19732,6567
20588,6727
21444,-116
22300,6437
23156,7673
24012,8125
24868,8562
25724,8802
26580,8923
27436,-116
28292,4083
29148,6644
30004,6592
30860,6573
31716,6567
32572,6727
33428,-116
34284,6437
35140,7673
35996,8125
36852,8562
37708,8802
38564,8923
39420,-116
40276,6437
45,8305
901,8641
1757,8844
2613,8924
3469,-146
4325,6467
5181,6686
6037,6636
6893,6670
7749,6613
8605,6748
9461,-146
10317,6467
11173,7695
12029,8246
12885,8596
13741,8820
14597,8920
15453,-122
16309,6455
17165,6663
18021,6611
18877,6616
19733,6575
20589,6715
21445,-122
22301,6455
23157,7681
24013,8168
24869,8578
25725,8812
26581,8920
27437,-122
28293,6455
29149,6663
30005,6611
30861,6616
31717,6575
32573,6715
33429,-122
34285,6455
35141,7681
35997,8168
36853,8578
37709,8812
38565,8920
39421,-122
40277,6455
46,6891
902,7272
1758,7895
2614,8522
3470,204
4326,4816
5182,5594
6038,5560
6894,5516
7750,5627
8606,5615
9462,204
10318,4816
11174,6665
12030,6891
12886,7272
13742,7895
14598,8513
15454,229
16310,4787
17166,5557
18022,5524
18878,5448
19734,5594
20590,5574
21446,229
22302,4787
23158,6646
24014,6843
24870,7247
25726,7851
26582,8513
27438,229
28294,4787
29150,5557
30006,5524
30862,5448
31718,5559
32574,5651
33430,229
34286,4787
35142,6655
35998,6817
36854,7208
37710,7666
38566,8354
39422,229
40278,4787
47,8712
903,9140
1759,9399
2615,9439
3471,-106
4327,7482
5183,7505
6039,7258
6895,7105
7751,7106
8607,6748
9463,-106
10319,7482
11175,8402
12031,8712
12887,9140
13743,9399
14599,9431
15455,-68
16311,7471
17167,7552
18023,7296
18879,6951
19735,7122
20591,6836
21447,-68
22303,7471
23159,8284
24015,8607
24871,9103
25727,9409
26583,9442
27439,-68
28295,7471
29151,7552
30007,7296
30863,6951
31719,7122
32575,6836
33431,-68
34287,7471
35143,8284
35999,8607
36855,9103
37711,9409
38567,9442
39423,-68
40279,7471
48,8891
904,9192
1760,9467
2616,9566
3472,-199
4328,7424
5184,7447
6040,7270
6896,6914
7752,6832
8608,6662
9464,-199
10320,7424
11176,8400
12032,8891
12888,9192
13744,9467
14600,9549
15456,-253
16312,7410
17168,7414
18024,7257
18880,6880
19736,6768
20592,6621
21448,-253
22304,7410
23160,8340
24016,8858
24872,9139
25728,9435
26584,9549
27440,-253
28296,7410
29152,7414
30008,7257
30864,6880
31720,6882
32576,6691
33432,-253
34288,7410
35144,8230
36000,8868
36856,9129
37712,9350
38568,9538
39424,-253
40280,7410
49,7598
905,7934
1761,8231
2617,8702
3473,89
4329,6242
5185,6157
6041,6023
6897,5897
7753,5609
8609,5587
9465,89
10321,6242
11177,7302
12033,7645
12889,7950
13745,8204
14601,8440
15457,61
16313,6224
17169,6125
18025,6009
18881,5866
19737,5541
20593,5550
21449,61
22305,6224
23161,7269
24017,7641
24873,7920
25729,8191
26585,8440
27441,61
28297,6224
29153,6125
30009,6009
30865,5866
31721,5541
32577,5550
33433,61
34289,6224
35145,7269
36001,7641
36857,7920
37713,8191
38569,8440
39425,61
40281,6224
50,8362
906,8674
1762,8860
2618,8928
3474,-155
4330,6504
5186,6724
6042,6679
6898,6734
7754,6651
8610,6744
9466,-155
10322,6504
11178,7717
12034,8315
12890,8629
13746,8839
14602,8923
15458,-132
16314,6492
17170,6700
18026,6651
18882,6690
19738,6612
20594,6713
21450,-132
22306,6492
23162,7702
